koi_period,koi_duration,koi_depth,koi_prad,koi_impact,koi_snr,koi_steff,koi_slogg,koi_srad,koi_disposition,period,duration,depth,prad,impact,snr,steff,slogg,srad,disposition,mission,prediction,confidence,confirmed_label
9.48803557,2.9575,615.8,2.26,0.146,35.8,5455.0,4.467,0.927,CONFIRMED,9.48803557,2.9575,615.8,2.26,0.146,35.8,5455.0,4.467,0.927,CONFIRMED,kepler,CONFIRMED,0.6144337,CONFIRMED
54.4183827,4.507,874.8,2.83,0.586,25.8,5455.0,4.467,0.927,CONFIRMED,54.4183827,4.507,874.8,2.83,0.586,25.8,5455.0,4.467,0.927,CONFIRMED,kepler,CONFIRMED,0.54381144,CONFIRMED
19.89913995,1.7822,10829.0,14.6,0.969,76.3,5853.0,4.544,0.868,CANDIDATE,19.89913995,1.7822,10829.0,14.6,0.969,76.3,5853.0,4.544,0.868,FALSE POSITIVE,kepler,FALSE POSITIVE,0.5786664,FALSE POSITIVE
1.736952453,2.40641,8079.2,33.46,1.276,505.6,5805.0,4.564,0.791,FALSE POSITIVE,1.736952453,2.40641,8079.2,33.46,1.276,505.6,5805.0,4.564,0.791,FALSE POSITIVE,kepler,FALSE POSITIVE,0.5496784,FALSE POSITIVE
2.525591777,1.6545,603.3,2.75,0.701,40.9,6031.0,4.438,1.046,CONFIRMED,2.525591777,1.6545,603.3,2.75,0.701,40.9,6031.0,4.438,1.046,FALSE POSITIVE,kepler,FALSE POSITIVE,0.35956192,FALSE POSITIVE
11.09432054,4.5945,1517.5,3.9,0.538,66.5,6046.0,4.486,0.972,CONFIRMED,11.09432054,4.5945,1517.5,3.9,0.538,66.5,6046.0,4.486,0.972,CONFIRMED,kepler,CONFIRMED,0.50638545,CONFIRMED
4.13443512,3.1402,686.0,2.77,0.762,40.2,6046.0,4.486,0.972,CONFIRMED,4.13443512,3.1402,686.0,2.77,0.762,40.2,6046.0,4.486,0.972,CONFIRMED,kepler,CONFIRMED,0.39289197,CONFIRMED
2.56658897,2.429,226.5,1.59,0.755,15.0,6046.0,4.486,0.972,CONFIRMED,2.56658897,2.429,226.5,1.59,0.755,15.0,6046.0,4.486,0.972,FALSE POSITIVE,kepler,FALSE POSITIVE,0.3506481,FALSE POSITIVE
7.36178958,5.022,233.7,39.21,1.169,47.7,6227.0,3.986,1.958,FALSE POSITIVE,7.36178958,5.022,233.7,39.21,1.169,47.7,6227.0,3.986,1.958,CONFIRMED,kepler,CONFIRMED,0.4685939,CONFIRMED
16.06864674,3.5347,4914.3,5.76,0.052,161.9,5031.0,4.485,0.848,CONFIRMED,16.06864674,3.5347,4914.3,5.76,0.052,161.9,5031.0,4.485,0.848,CONFIRMED,kepler,CONFIRMED,0.69555897,CONFIRMED
2.470613377,1.74319,14231.0,13.04,0.818,4304.3,5820.0,4.457,0.964,CONFIRMED,2.470613377,1.74319,14231.0,13.04,0.818,4304.3,5820.0,4.457,0.964,CONFIRMED,kepler,CONFIRMED,0.65647405,CONFIRMED
2.204735417,3.88864,6674.7,16.1,0.224,5945.9,6440.0,4.019,1.952,CONFIRMED,2.204735417,3.88864,6674.7,16.1,0.224,5945.9,6440.0,4.019,1.952,CONFIRMED,kepler,CONFIRMED,0.6141665,CONFIRMED
3.522498429,3.19843,9145.7,14.59,0.631,1741.5,6225.0,4.169,1.451,CONFIRMED,3.522498429,3.19843,9145.7,14.59,0.631,1741.5,6225.0,4.169,1.451,CONFIRMED,kepler,CONFIRMED,0.47530273,CONFIRMED
3.709214104,2.6302,131.1,1.16,0.051,50.6,5833.0,4.407,1.022,CONFIRMED,3.709214104,2.6302,131.1,1.16,0.051,50.6,5833.0,4.407,1.022,CONFIRMED,kepler,CONFIRMED,0.54554015,CONFIRMED
11.521446064,3.6399,17984.0,150.51,2.483,622.1,5795.0,4.554,0.848,FALSE POSITIVE,11.521446064,3.6399,17984.0,150.51,2.483,622.1,5795.0,4.554,0.848,FALSE POSITIVE,kepler,FALSE POSITIVE,0.8118524,FALSE POSITIVE
19.40393776,12.2155,8918.7,7.18,0.804,214.7,5043.0,4.591,0.68,FALSE POSITIVE,19.40393776,12.2155,8918.7,7.18,0.804,214.7,5043.0,4.591,0.68,FALSE POSITIVE,kepler,FALSE POSITIVE,0.4542016,FALSE POSITIVE
19.221388942,4.79843,74284.0,49.29,1.065,2317.0,6117.0,4.496,0.947,FALSE POSITIVE,19.221388942,4.79843,74284.0,49.29,1.065,2317.0,6117.0,4.496,0.947,FALSE POSITIVE,kepler,FALSE POSITIVE,0.94344616,FALSE POSITIVE
16.46983774,9.4378,10479.0,7.94,0.292,303.4,5152.0,4.517,0.786,FALSE POSITIVE,16.46983774,9.4378,10479.0,7.94,0.292,303.4,5152.0,4.517,0.786,CONFIRMED,kepler,CONFIRMED,0.5146187,CONFIRMED
9.27358173,3.2875,1288.3,2.47,0.387,87.2,4856.0,4.583,0.696,CONFIRMED,9.27358173,3.2875,1288.3,2.47,0.387,87.2,4856.0,4.583,0.696,CONFIRMED,kepler,CONFIRMED,0.6620747,CONFIRMED
6.02930329,1.5821,1912.7,2.85,0.258,65.4,4537.0,4.648,0.672,CONFIRMED,6.02930329,1.5821,1912.7,2.85,0.258,65.4,4537.0,4.648,0.672,CONFIRMED,kepler,CONFIRMED,0.59872264,CONFIRMED
2.696370652,3.6129,397.9,1.58,0.044,48.2,4989.0,4.504,0.819,FALSE POSITIVE,2.696370652,3.6129,397.9,1.58,0.044,48.2,4989.0,4.504,0.819,CONFIRMED,kepler,CONFIRMED,0.6680383,CONFIRMED
5.349553819,3.0278,831.0,2.55,0.092,60.6,5185.0,4.44,0.91,CONFIRMED,5.349553819,3.0278,831.0,2.55,0.092,60.6,5185.0,4.44,0.91,CONFIRMED,kepler,CONFIRMED,0.6737014,CONFIRMED
3.94105221,2.5984,363.3,1.7,0.226,28.9,5185.0,4.44,0.91,CONFIRMED,3.94105221,2.5984,363.3,1.7,0.226,28.9,5185.0,4.44,0.91,CONFIRMED,kepler,CONFIRMED,0.6534983,CONFIRMED
8.10904807,3.596,217.4,1.3,0.025,14.1,5185.0,4.44,0.91,CONFIRMED,8.10904807,3.596,217.4,1.3,0.025,14.1,5185.0,4.44,0.91,CONFIRMED,kepler,CONFIRMED,0.6532145,CONFIRMED
386.6030528,6.8057,24927.0,41.5,0.9765,994.0,5543.0,4.081,1.58,FALSE POSITIVE,386.6030528,6.8057,24927.0,41.5,0.9765,994.0,5543.0,4.081,1.58,FALSE POSITIVE,kepler,FALSE POSITIVE,0.5865525,FALSE POSITIVE
21.67699193,3.4555,857.2,2.95,0.896,34.3,4954.0,4.5,0.828,CONFIRMED,21.67699193,3.4555,857.2,2.95,0.896,34.3,4954.0,4.5,0.828,CONFIRMED,kepler,CONFIRMED,0.63477397,CONFIRMED
4.99677968,2.1717,934.7,2.78,0.71,28.2,5339.0,4.552,0.847,CONFIRMED,4.99677968,2.1717,934.7,2.78,0.71,28.2,5339.0,4.552,0.847,CONFIRMED,kepler,CONFIRMED,0.55446255,CONFIRMED
4.280963604,2.875,750.8,2.3,0.424,61.8,5644.0,4.564,0.831,CONFIRMED,4.280963604,2.875,750.8,2.3,0.424,61.8,5644.0,4.564,0.831,CONFIRMED,kepler,CONFIRMED,0.52244186,CONFIRMED
1.50635409,1.5155,2211.7,4.53,0.86,181.1,5714.0,4.563,0.831,FALSE POSITIVE,1.50635409,1.5155,2211.7,4.53,0.86,181.1,5714.0,4.563,0.831,CONFIRMED,kepler,CONFIRMED,0.4149298,CONFIRMED
670.645531,53.412,18091.0,14.14,0.701,642.7,5520.0,4.466,0.983,FALSE POSITIVE,670.645531,53.412,18091.0,14.14,0.701,642.7,5520.0,4.466,0.983,FALSE POSITIVE,kepler,FALSE POSITIVE,0.9534995,FALSE POSITIVE
61.2563628,7.633,5123.3,39.87,1.248,85.3,6144.0,4.402,1.091,FALSE POSITIVE,61.2563628,7.633,5123.3,39.87,1.248,85.3,6144.0,4.402,1.091,FALSE POSITIVE,kepler,FALSE POSITIVE,0.37912014,FALSE POSITIVE
38.3775486,5.588,724.2,2.82,0.468,34.7,5481.0,4.369,1.036,CONFIRMED,38.3775486,5.588,724.2,2.82,0.468,34.7,5481.0,4.369,1.036,CONFIRMED,kepler,CONFIRMED,0.5823118,CONFIRMED
41.19725502,4.6297,2213.9,3.86,0.045,51.2,5031.0,4.485,0.848,CONFIRMED,41.19725502,4.6297,2213.9,3.86,0.045,51.2,5031.0,4.485,0.848,CONFIRMED,kepler,CONFIRMED,0.65945464,CONFIRMED
6.252962249,2.5819,1036.9,2.65,0.105,47.1,5031.0,4.485,0.848,CONFIRMED,6.252962249,2.5819,1036.9,2.65,0.105,47.1,5031.0,4.485,0.848,CONFIRMED,kepler,CONFIRMED,0.6580741,CONFIRMED
16.01308419,3.2554,1121.9,3.1,0.799,33.2,5015.0,4.499,0.826,CONFIRMED,16.01308419,3.2554,1121.9,3.1,0.799,33.2,5015.0,4.499,0.826,CONFIRMED,kepler,CONFIRMED,0.63661885,CONFIRMED
32.62876672,4.7971,1804.8,3.36,0.021,80.0,5586.0,4.56,0.798,CONFIRMED,32.62876672,4.7971,1804.8,3.36,0.021,80.0,5586.0,4.56,0.798,CONFIRMED,kepler,CONFIRMED,0.5748286,CONFIRMED
91.7732862,6.473,652.0,2.12,0.606,19.1,5586.0,4.56,0.798,CONFIRMED,91.7732862,6.473,652.0,2.12,0.606,19.1,5586.0,4.56,0.798,CONFIRMED,kepler,CONFIRMED,0.42323023,CONFIRMED
4.959319244,2.22739,9802.0,12.21,0.831,696.5,5712.0,4.359,1.082,CONFIRMED,4.959319244,2.22739,9802.0,12.21,0.831,696.5,5712.0,4.359,1.082,CONFIRMED,kepler,CONFIRMED,0.6004128,CONFIRMED
2.701287801,3.3827,860.4,6.54,1.016,48.3,5550.0,4.468,0.91,FALSE POSITIVE,2.701287801,3.3827,860.4,6.54,1.016,48.3,5550.0,4.468,0.91,CONFIRMED,kepler,CONFIRMED,0.48797935,CONFIRMED
4.49876511,3.7362,460.0,2.1,0.312,29.5,6075.0,4.486,0.969,CONFIRMED,4.49876511,3.7362,460.0,2.1,0.312,29.5,6075.0,4.486,0.969,CONFIRMED,kepler,CONFIRMED,0.50047326,CONFIRMED
19.651209505,5.2514,11766.0,12.42,0.723,513.4,6074.0,4.391,1.063,FALSE POSITIVE,19.651209505,5.2514,11766.0,12.42,0.723,513.4,6074.0,4.391,1.063,CONFIRMED,kepler,CONFIRMED,0.5059349,CONFIRMED
5.412203927,2.9472,601.6,2.94,0.787,166.7,5779.0,4.339,1.087,CONFIRMED,5.412203927,2.9472,601.6,2.94,0.787,166.7,5779.0,4.339,1.087,CONFIRMED,kepler,CONFIRMED,0.5781291,CONFIRMED
41.43958662,10.5989,2793.1,5.5,0.355,141.1,5468.0,4.367,1.046,CONFIRMED,41.43958662,10.5989,2793.1,5.5,0.355,141.1,5468.0,4.367,1.046,CONFIRMED,kepler,CONFIRMED,0.5138404,CONFIRMED
8.35389523,2.2514,1041.6,2.52,0.023,43.4,5592.0,4.582,0.787,CONFIRMED,8.35389523,2.2514,1041.6,2.52,0.023,43.4,5592.0,4.582,0.787,CONFIRMED,kepler,CONFIRMED,0.5355574,CONFIRMED
4.125543472,3.1744,1487.3,4.43,0.597,128.6,6174.0,4.417,1.103,CONFIRMED,4.125543472,3.1744,1487.3,4.43,0.597,128.6,6174.0,4.417,1.103,CONFIRMED,kepler,CONFIRMED,0.4740753,CONFIRMED
2.816504904,2.50587,16814.0,12.21,0.105,1406.8,5532.0,4.452,0.955,CONFIRMED,2.816504904,2.50587,16814.0,12.21,0.105,1406.8,5532.0,4.452,0.955,CONFIRMED,kepler,CONFIRMED,0.7219861,CONFIRMED
33.93373447,14.561,8503.7,7.34,0.812,236.1,5040.0,4.628,0.705,FALSE POSITIVE,33.93373447,14.561,8503.7,7.34,0.812,236.1,5040.0,4.628,0.705,FALSE POSITIVE,kepler,FALSE POSITIVE,0.5614622,FALSE POSITIVE
3.689920099,2.6557,426.7,1.89,0.151,35.6,5880.0,4.518,0.917,CONFIRMED,3.689920099,2.6557,426.7,1.89,0.151,35.6,5880.0,4.518,0.917,CONFIRMED,kepler,CONFIRMED,0.49111408,CONFIRMED
4.431238488,3.15,1010.9,3.25,0.405,71.1,5714.0,4.428,1.015,CONFIRMED,4.431238488,3.15,1010.9,3.25,0.405,71.1,5714.0,4.428,1.015,CONFIRMED,kepler,CONFIRMED,0.56673956,CONFIRMED
11.37936986,2.6255,1023.5,3.95,0.911,37.9,5714.0,4.428,1.015,CONFIRMED,11.37936986,2.6255,1023.5,3.95,0.911,37.9,5714.0,4.428,1.015,CONFIRMED,kepler,CONFIRMED,0.41741404,CONFIRMED
26.39432897,3.573,1510.9,3.07,0.602,48.2,5129.0,4.595,0.763,CONFIRMED,26.39432897,3.573,1510.9,3.07,0.602,48.2,5129.0,4.595,0.763,CONFIRMED,kepler,CONFIRMED,0.5981128,CONFIRMED
13.57078281,3.3539,511.7,2.64,0.866,88.4,5854.0,4.406,1.012,CONFIRMED,13.57078281,3.3539,511.7,2.64,0.866,88.4,5854.0,4.406,1.012,CONFIRMED,kepler,CONFIRMED,0.46323356,CONFIRMED
7.12594387,3.0014,192.4,1.79,0.898,47.1,5779.0,4.339,1.087,CONFIRMED,7.12594387,3.0014,192.4,1.79,0.898,47.1,5779.0,4.339,1.087,CONFIRMED,kepler,CONFIRMED,0.48503056,CONFIRMED
7.442652004,2.3078,24446.0,15.03,0.137,835.6,6108.0,4.469,0.956,FALSE POSITIVE,7.442652004,2.3078,24446.0,15.03,0.137,835.6,6108.0,4.469,0.956,CONFIRMED,kepler,CONFIRMED,0.45147398,CONFIRMED
16.38489988,3.0249,1127.1,2.0,0.001,28.9,4126.0,4.661,0.615,CONFIRMED,16.38489988,3.0249,1127.1,2.0,0.001,28.9,4126.0,4.661,0.615,CONFIRMED,kepler,CONFIRMED,0.5981858,CONFIRMED
7.8774163,2.0805,1306.1,2.16,0.041,38.7,4126.0,4.661,0.615,CONFIRMED,7.8774163,2.0805,1306.1,2.16,0.041,38.7,4126.0,4.661,0.615,CONFIRMED,kepler,CONFIRMED,0.585952,CONFIRMED
36.4454001,4.007,1122.3,1.99,0.028,21.7,4126.0,4.661,0.615,CONFIRMED,36.4454001,4.007,1122.3,1.99,0.028,21.7,4126.0,4.661,0.615,CONFIRMED,kepler,CONFIRMED,0.61045414,CONFIRMED
3.728732147,2.683,5226.5,6.02,0.558,345.2,5497.0,4.577,0.809,CONFIRMED,3.728732147,2.683,5226.5,6.02,0.558,345.2,5497.0,4.577,0.809,CONFIRMED,kepler,CONFIRMED,0.6385037,CONFIRMED
40.4195037,3.362,6256.0,7.51,0.911,36.9,5446.0,4.507,0.781,CANDIDATE,40.4195037,3.362,6256.0,7.51,0.911,36.9,5446.0,4.507,0.781,CONFIRMED,kepler,CONFIRMED,0.44762275,CONFIRMED
2.243380573,1.1196,821.7,1.99,0.915,38.9,4149.0,4.698,0.564,CONFIRMED,2.243380573,1.1196,821.7,1.99,0.915,38.9,4149.0,4.698,0.564,CONFIRMED,kepler,CONFIRMED,0.5636017,CONFIRMED
10.405998015,6.5036,14489.0,11.23,0.324,745.2,5746.0,4.393,0.924,FALSE POSITIVE,10.405998015,6.5036,14489.0,11.23,0.324,745.2,5746.0,4.393,0.924,CONFIRMED,kepler,CONFIRMED,0.6422362,CONFIRMED
2.337437946,1.9982,971.2,2.34,0.28,82.4,5005.0,4.595,0.765,CONFIRMED,2.337437946,1.9982,971.2,2.34,0.28,82.4,5005.0,4.595,0.765,CONFIRMED,kepler,CONFIRMED,0.66008276,CONFIRMED
7.2406612,0.558,556.4,19.45,1.198,13.7,5005.0,4.595,0.765,CANDIDATE,7.2406612,0.558,556.4,19.45,1.198,13.7,5005.0,4.595,0.765,CONFIRMED,kepler,CONFIRMED,0.5172523,CONFIRMED
3.43591631,3.133,23.2,0.55,0.624,8.7,5779.0,4.339,1.087,CANDIDATE,3.43591631,3.133,23.2,0.55,0.624,8.7,5779.0,4.339,1.087,CONFIRMED,kepler,CONFIRMED,0.506989,CONFIRMED
11.59822233,2.5237,2804.5,2.65,0.679,71.0,3688.0,4.79,0.473,CONFIRMED,11.59822233,2.5237,2804.5,2.65,0.679,71.0,3688.0,4.79,0.473,CONFIRMED,kepler,CONFIRMED,0.5096813,CONFIRMED
6.575315881,4.3084,2793.3,5.31,0.39,221.1,5992.0,4.415,0.989,CONFIRMED,6.575315881,4.3084,2793.3,5.31,0.39,221.1,5992.0,4.415,0.989,CONFIRMED,kepler,CONFIRMED,0.6211185,CONFIRMED
7.275040844,7.5377,3001.0,4.86,0.547,312.1,5485.0,4.556,0.867,CONFIRMED,7.275040844,7.5377,3001.0,4.86,0.547,312.1,5485.0,4.556,0.867,CONFIRMED,kepler,CONFIRMED,0.55867505,CONFIRMED
19.27153892,2.7594,1219.8,1.93,0.031,37.1,4077.0,4.702,0.56,CONFIRMED,19.27153892,2.7594,1219.8,1.93,0.031,37.1,4077.0,4.702,0.56,CONFIRMED,kepler,CONFIRMED,0.5857284,CONFIRMED
10.06524317,1.369,1053.3,1.91,0.628,30.3,4077.0,4.702,0.56,CONFIRMED,10.06524317,1.369,1053.3,1.91,0.628,30.3,4077.0,4.702,0.56,CONFIRMED,kepler,CONFIRMED,0.5655916,CONFIRMED
12.3935651,3.8896,916.6,2.66,0.883,35.8,5557.0,4.603,0.75,CONFIRMED,12.3935651,3.8896,916.6,2.66,0.883,35.8,5557.0,4.603,0.75,CONFIRMED,kepler,CONFIRMED,0.4509954,CONFIRMED
43.84439721,6.802,615.2,2.87,0.852,83.7,5854.0,4.406,1.012,CONFIRMED,43.84439721,6.802,615.2,2.87,0.852,83.7,5854.0,4.406,1.012,CONFIRMED,kepler,CONFIRMED,0.48305354,CONFIRMED
3.341913228,3.813,725.3,21.55,1.213,39.0,5295.0,4.551,0.811,FALSE POSITIVE,3.341913228,3.813,725.3,21.55,1.213,39.0,5295.0,4.551,0.811,CONFIRMED,kepler,CONFIRMED,0.48738775,CONFIRMED
1.626630225,2.1145,1620.6,32.43,1.26,103.6,5735.0,4.41,0.973,FALSE POSITIVE,1.626630225,2.1145,1620.6,32.43,1.26,103.6,5735.0,4.41,0.973,FALSE POSITIVE,kepler,FALSE POSITIVE,0.4223156,FALSE POSITIVE
2.711504086,3.0099,837.5,3.12,0.023,64.5,6214.0,4.442,1.076,CONFIRMED,2.711504086,3.0099,837.5,3.12,0.023,64.5,6214.0,4.442,1.076,CONFIRMED,kepler,CONFIRMED,0.51032925,CONFIRMED
7.21203748,4.0491,950.4,3.32,0.012,51.5,6214.0,4.442,1.076,CONFIRMED,7.21203748,4.0491,950.4,3.32,0.012,51.5,6214.0,4.442,1.076,CONFIRMED,kepler,CONFIRMED,0.5573482,CONFIRMED
14.1798187,2.505,459.9,1.88,0.1601,11.2,5799.0,4.539,0.878,FALSE POSITIVE,14.1798187,2.505,459.9,1.88,0.1601,11.2,5799.0,4.539,0.878,CONFIRMED,kepler,CONFIRMED,0.46172848,CONFIRMED
8.47237911,2.7245,1123.5,2.59,0.022,47.6,5354.0,4.587,0.788,CONFIRMED,8.47237911,2.7245,1123.5,2.59,0.022,47.6,5354.0,4.587,0.788,CONFIRMED,kepler,CONFIRMED,0.6104432,CONFIRMED
60.4189369,5.039,931.3,2.36,0.094,20.1,5354.0,4.587,0.788,CONFIRMED,60.4189369,5.039,931.3,2.36,0.094,20.1,5354.0,4.587,0.788,CONFIRMED,kepler,CONFIRMED,0.5293577,CONFIRMED
12.611904345,5.1497,6105.6,7.4,0.55,277.2,5795.0,4.508,0.919,CONFIRMED,12.611904345,5.1497,6105.6,7.4,0.55,277.2,5795.0,4.508,0.919,CONFIRMED,kepler,CONFIRMED,0.54876864,CONFIRMED
1.433769925,1.8868,1976.3,46.58,1.268,112.6,6017.0,4.22,1.339,FALSE POSITIVE,1.433769925,1.8868,1976.3,46.58,1.268,112.6,6017.0,4.22,1.339,FALSE POSITIVE,kepler,FALSE POSITIVE,0.38665992,FALSE POSITIVE
10.31872301,3.836,871.7,28.59,1.215,38.2,5927.0,4.409,1.06,FALSE POSITIVE,10.31872301,3.836,871.7,28.59,1.215,38.2,5927.0,4.409,1.06,FALSE POSITIVE,kepler,FALSE POSITIVE,0.38701907,FALSE POSITIVE
2.539183147,2.4282,382.1,2.06,0.238,38.9,5519.0,4.35,1.062,CONFIRMED,2.539183147,2.4282,382.1,2.06,0.238,38.9,5519.0,4.35,1.062,CONFIRMED,kepler,CONFIRMED,0.6132224,CONFIRMED
6.770300385,2.0844,1304.0,2.77,0.838,50.8,5653.0,4.656,0.679,CONFIRMED,6.770300385,2.0844,1304.0,2.77,0.838,50.8,5653.0,4.656,0.679,CONFIRMED,kepler,CONFIRMED,0.35787213,CONFIRMED
0.444291966,2.0792,10967.0,27.51,1.258,299.7,5255.0,4.678,0.636,FALSE POSITIVE,0.444291966,2.0792,10967.0,27.51,1.258,299.7,5255.0,4.678,0.636,FALSE POSITIVE,kepler,FALSE POSITIVE,0.4185047,FALSE POSITIVE
10.181584004,3.5089,5741.1,7.73,0.92,183.6,5988.0,4.541,0.836,CANDIDATE,10.181584004,3.5089,5741.1,7.73,0.92,183.6,5988.0,4.541,0.836,FALSE POSITIVE,kepler,FALSE POSITIVE,0.47600815,FALSE POSITIVE
20.06036336,3.3203,1494.7,1.96,0.556,35.2,3950.0,4.754,0.493,CONFIRMED,20.06036336,3.3203,1494.7,1.96,0.556,35.2,3950.0,4.754,0.493,CONFIRMED,kepler,CONFIRMED,0.5466349,CONFIRMED
46.1842039,4.758,1394.7,1.83,0.013,26.0,3950.0,4.754,0.493,CONFIRMED,46.1842039,4.758,1394.7,1.83,0.013,26.0,3950.0,4.754,0.493,CONFIRMED,kepler,CONFIRMED,0.5628113,CONFIRMED
23.9800854,5.351,104.0,1.31,0.95,17.1,5854.0,4.406,1.012,CONFIRMED,23.9800854,5.351,104.0,1.31,0.95,17.1,5854.0,4.406,1.012,CONFIRMED,kepler,CONFIRMED,0.47030923,CONFIRMED
7.82502168,2.186,520.8,1.2,0.708,15.9,3950.0,4.754,0.493,CONFIRMED,7.82502168,2.186,520.8,1.2,0.708,15.9,3950.0,4.754,0.493,CONFIRMED,kepler,CONFIRMED,0.5401159,CONFIRMED
3.895936525,2.3111,8544.8,7.34,0.524,370.8,5557.0,4.592,0.774,CONFIRMED,3.895936525,2.3111,8544.8,7.34,0.524,370.8,5557.0,4.592,0.774,CONFIRMED,kepler,CONFIRMED,0.58182424,CONFIRMED
22.36646466,5.228,986.8,2.32,0.4,32.1,5395.0,4.615,0.734,CONFIRMED,22.36646466,5.228,986.8,2.32,0.4,32.1,5395.0,4.615,0.734,CONFIRMED,kepler,CONFIRMED,0.5069755,CONFIRMED
1.625522174,2.38963,7969.0,9.73,0.076,799.7,5539.0,4.322,1.106,CONFIRMED,1.625522174,2.38963,7969.0,9.73,0.076,799.7,5539.0,4.322,1.106,CONFIRMED,kepler,CONFIRMED,0.74795896,CONFIRMED
19.620346923,2.0038,21725.0,13.6,0.458,340.5,5710.0,4.492,0.905,CANDIDATE,19.620346923,2.0038,21725.0,13.6,0.458,340.5,5710.0,4.492,0.905,FALSE POSITIVE,kepler,FALSE POSITIVE,0.47456068,FALSE POSITIVE
7.544039,6.222,322.6,17.47,1.175,14.2,5657.0,4.567,0.824,FALSE POSITIVE,7.544039,6.222,322.6,17.47,1.175,14.2,5657.0,4.567,0.824,FALSE POSITIVE,kepler,FALSE POSITIVE,0.40428025,FALSE POSITIVE
9.02930689,3.1449,1019.8,2.57,0.024,53.9,5349.0,4.526,0.82,CONFIRMED,9.02930689,3.1449,1019.8,2.57,0.024,53.9,5349.0,4.526,0.82,CONFIRMED,kepler,CONFIRMED,0.6407081,CONFIRMED
10.328035714,7.7915,16918.0,13.28,0.281,636.8,5627.0,4.359,1.024,FALSE POSITIVE,10.328035714,7.7915,16918.0,13.28,0.281,636.8,5627.0,4.359,1.024,CONFIRMED,kepler,CONFIRMED,0.5750924,CONFIRMED
143.2063047,8.9302,10566.0,8.9,0.379,138.8,5485.0,4.556,0.867,CONFIRMED,143.2063047,8.9302,10566.0,8.9,0.379,138.8,5485.0,4.556,0.867,CONFIRMED,kepler,CONFIRMED,0.36697468,CONFIRMED
6.164876,3.262,55.8,0.79,0.646,14.4,5854.0,4.406,1.012,CONFIRMED,6.164876,3.262,55.8,0.79,0.646,14.4,5854.0,4.406,1.012,CONFIRMED,kepler,CONFIRMED,0.47299337,CONFIRMED
60.32494216,6.6188,20280.0,12.19,0.224,347.2,5485.0,4.556,0.867,CONFIRMED,60.32494216,6.6188,20280.0,12.19,0.224,347.2,5485.0,4.556,0.867,CONFIRMED,kepler,CONFIRMED,0.47858557,CONFIRMED
29.1598615,4.803,488.0,1.91,0.3619,11.6,5485.0,4.556,0.867,CONFIRMED,29.1598615,4.803,488.0,1.91,0.3619,11.6,5485.0,4.556,0.867,CONFIRMED,kepler,CONFIRMED,0.51482004,CONFIRMED
1.540397253,2.1541,816.1,25.69,1.225,38.8,5663.0,4.53,0.915,FALSE POSITIVE,1.540397253,2.1541,816.1,25.69,1.225,38.8,5663.0,4.53,0.915,FALSE POSITIVE,kepler,FALSE POSITIVE,0.40071234,FALSE POSITIVE
2.99025443,5.414,589.2,1.7,0.014,48.5,4667.0,4.578,0.731,FALSE POSITIVE,2.99025443,5.414,589.2,1.7,0.014,48.5,4667.0,4.578,0.731,CONFIRMED,kepler,CONFIRMED,0.66643065,CONFIRMED
1.594745374,1.9604,15044.0,11.3,0.514,1009.3,5934.0,4.491,0.893,CONFIRMED,1.594745374,1.9604,15044.0,11.3,0.514,1009.3,5934.0,4.491,0.893,CONFIRMED,kepler,CONFIRMED,0.5420597,CONFIRMED
4.783002698,2.335,1008.7,2.5,0.003,70.6,5170.0,4.574,0.807,CONFIRMED,4.783002698,2.335,1008.7,2.5,0.003,70.6,5170.0,4.574,0.807,CONFIRMED,kepler,CONFIRMED,0.65580887,CONFIRMED
20.50588921,4.0595,2105.5,3.41,0.26,78.5,4905.0,4.544,0.761,CONFIRMED,20.50588921,4.0595,2105.5,3.41,0.26,78.5,4905.0,4.544,0.761,CONFIRMED,kepler,CONFIRMED,0.6704891,CONFIRMED
3.340218842,1.9104,1632.6,2.03,0.466,71.6,3950.0,4.754,0.493,CONFIRMED,3.340218842,1.9104,1632.6,2.03,0.466,71.6,3950.0,4.754,0.493,CONFIRMED,kepler,CONFIRMED,0.55693364,CONFIRMED
2.507089906,2.0067,1339.2,30.26,1.255,64.9,5926.0,4.506,0.939,FALSE POSITIVE,2.507089906,2.0067,1339.2,30.26,1.255,64.9,5926.0,4.506,0.939,FALSE POSITIVE,kepler,FALSE POSITIVE,0.5278303,FALSE POSITIVE
18.64932728,4.4056,893.6,3.12,0.08,46.1,5775.0,4.405,1.053,CONFIRMED,18.64932728,4.4056,893.6,3.12,0.08,46.1,5775.0,4.405,1.053,CONFIRMED,kepler,CONFIRMED,0.6053714,CONFIRMED
4.90144976,4.1654,140.7,1.7,0.529,50.6,5847.0,4.191,1.402,CONFIRMED,4.90144976,4.1654,140.7,1.7,0.529,50.6,5847.0,4.191,1.402,CONFIRMED,kepler,CONFIRMED,0.61386406,CONFIRMED
9.75192101,4.793,418.0,2.76,0.949,28.5,5775.0,4.405,1.053,CONFIRMED,9.75192101,4.793,418.0,2.76,0.949,28.5,5775.0,4.405,1.053,CONFIRMED,kepler,CONFIRMED,0.4815264,CONFIRMED
38.5576546,5.794,993.0,4.02,0.911,39.7,5775.0,4.405,1.053,CONFIRMED,38.5576546,5.794,993.0,4.02,0.911,39.7,5775.0,4.405,1.053,CONFIRMED,kepler,CONFIRMED,0.4643643,CONFIRMED
