koi_period,koi_duration,koi_depth,koi_prad,koi_impact,koi_snr,koi_steff,koi_slogg,koi_srad,koi_disposition,period,duration,depth,prad,impact,snr,steff,slogg,srad,disposition,mission,prediction,confidence,confirmed_label
7.12594387,3.0014,192.4,1.79,0.898,47.1,5779.0,4.339,1.087,CONFIRMED,7.12594387,3.0014,192.4,1.79,0.898,47.1,5779.0,4.339,1.087,CONFIRMED,kepler,CONFIRMED,0.7220585,CONFIRMED
7.442652004,2.3078,24446.0,15.03,0.137,835.6,6108.0,4.469,0.956,FALSE POSITIVE,7.442652004,2.3078,24446.0,15.03,0.137,835.6,6108.0,4.469,0.956,FALSE POSITIVE,kepler,FALSE POSITIVE,0.7272931,FALSE POSITIVE
16.38489988,3.0249,1127.1,2.0,0.001,28.9,4126.0,4.661,0.615,CONFIRMED,16.38489988,3.0249,1127.1,2.0,0.001,28.9,4126.0,4.661,0.615,CONFIRMED,kepler,CONFIRMED,0.7881996,CONFIRMED
7.8774163,2.0805,1306.1,2.16,0.041,38.7,4126.0,4.661,0.615,CONFIRMED,7.8774163,2.0805,1306.1,2.16,0.041,38.7,4126.0,4.661,0.615,CONFIRMED,kepler,CONFIRMED,0.7899536,CONFIRMED
36.4454001,4.007,1122.3,1.99,0.028,21.7,4126.0,4.661,0.615,CONFIRMED,36.4454001,4.007,1122.3,1.99,0.028,21.7,4126.0,4.661,0.615,CONFIRMED,kepler,CONFIRMED,0.7797061,CONFIRMED
3.728732147,2.683,5226.5,6.02,0.558,345.2,5497.0,4.577,0.809,CONFIRMED,3.728732147,2.683,5226.5,6.02,0.558,345.2,5497.0,4.577,0.809,CONFIRMED,kepler,CONFIRMED,0.72948515,CONFIRMED
40.4195037,3.362,6256.0,7.51,0.911,36.9,5446.0,4.507,0.781,CANDIDATE,40.4195037,3.362,6256.0,7.51,0.911,36.9,5446.0,4.507,0.781,CONFIRMED,kepler,CONFIRMED,0.6674877,CONFIRMED
2.243380573,1.1196,821.7,1.99,0.915,38.9,4149.0,4.698,0.564,CONFIRMED,2.243380573,1.1196,821.7,1.99,0.915,38.9,4149.0,4.698,0.564,CONFIRMED,kepler,CONFIRMED,0.75102437,CONFIRMED
10.405998015,6.5036,14489.0,11.23,0.324,745.2,5746.0,4.393,0.924,FALSE POSITIVE,10.405998015,6.5036,14489.0,11.23,0.324,745.2,5746.0,4.393,0.924,CONFIRMED,kepler,CONFIRMED,0.6468885,CONFIRMED
2.337437946,1.9982,971.2,2.34,0.28,82.4,5005.0,4.595,0.765,CONFIRMED,2.337437946,1.9982,971.2,2.34,0.28,82.4,5005.0,4.595,0.765,CONFIRMED,kepler,CONFIRMED,0.7738521,CONFIRMED
7.2406612,0.558,556.4,19.45,1.198,13.7,5005.0,4.595,0.765,CANDIDATE,7.2406612,0.558,556.4,19.45,1.198,13.7,5005.0,4.595,0.765,CONFIRMED,kepler,CONFIRMED,0.6994309,CONFIRMED
3.43591631,3.133,23.2,0.55,0.624,8.7,5779.0,4.339,1.087,CANDIDATE,3.43591631,3.133,23.2,0.55,0.624,8.7,5779.0,4.339,1.087,CONFIRMED,kepler,CONFIRMED,0.7398338,CONFIRMED
11.59822233,2.5237,2804.5,2.65,0.679,71.0,3688.0,4.79,0.473,CONFIRMED,11.59822233,2.5237,2804.5,2.65,0.679,71.0,3688.0,4.79,0.473,CONFIRMED,kepler,CONFIRMED,0.743973,CONFIRMED
6.575315881,4.3084,2793.3,5.31,0.39,221.1,5992.0,4.415,0.989,CONFIRMED,6.575315881,4.3084,2793.3,5.31,0.39,221.1,5992.0,4.415,0.989,CONFIRMED,kepler,CONFIRMED,0.7678094,CONFIRMED
7.275040844,7.5377,3001.0,4.86,0.547,312.1,5485.0,4.556,0.867,CONFIRMED,7.275040844,7.5377,3001.0,4.86,0.547,312.1,5485.0,4.556,0.867,CONFIRMED,kepler,CONFIRMED,0.6868542,CONFIRMED
19.27153892,2.7594,1219.8,1.93,0.031,37.1,4077.0,4.702,0.56,CONFIRMED,19.27153892,2.7594,1219.8,1.93,0.031,37.1,4077.0,4.702,0.56,CONFIRMED,kepler,CONFIRMED,0.7854143,CONFIRMED
10.06524317,1.369,1053.3,1.91,0.628,30.3,4077.0,4.702,0.56,CONFIRMED,10.06524317,1.369,1053.3,1.91,0.628,30.3,4077.0,4.702,0.56,CONFIRMED,kepler,CONFIRMED,0.7621993,CONFIRMED
12.3935651,3.8896,916.6,2.66,0.883,35.8,5557.0,4.603,0.75,CONFIRMED,12.3935651,3.8896,916.6,2.66,0.883,35.8,5557.0,4.603,0.75,CONFIRMED,kepler,CONFIRMED,0.6222685,CONFIRMED
43.84439721,6.802,615.2,2.87,0.852,83.7,5854.0,4.406,1.012,CONFIRMED,43.84439721,6.802,615.2,2.87,0.852,83.7,5854.0,4.406,1.012,CONFIRMED,kepler,CONFIRMED,0.7110194,CONFIRMED
3.341913228,3.813,725.3,21.55,1.213,39.0,5295.0,4.551,0.811,FALSE POSITIVE,3.341913228,3.813,725.3,21.55,1.213,39.0,5295.0,4.551,0.811,CONFIRMED,kepler,CONFIRMED,0.67246854,CONFIRMED
1.626630225,2.1145,1620.6,32.43,1.26,103.6,5735.0,4.41,0.973,FALSE POSITIVE,1.626630225,2.1145,1620.6,32.43,1.26,103.6,5735.0,4.41,0.973,FALSE POSITIVE,kepler,FALSE POSITIVE,0.59051675,FALSE POSITIVE
2.711504086,3.0099,837.5,3.12,0.023,64.5,6214.0,4.442,1.076,CONFIRMED,2.711504086,3.0099,837.5,3.12,0.023,64.5,6214.0,4.442,1.076,CONFIRMED,kepler,CONFIRMED,0.6666942,CONFIRMED
7.21203748,4.0491,950.4,3.32,0.012,51.5,6214.0,4.442,1.076,CONFIRMED,7.21203748,4.0491,950.4,3.32,0.012,51.5,6214.0,4.442,1.076,CONFIRMED,kepler,CONFIRMED,0.71078545,CONFIRMED
14.1798187,2.505,459.9,1.88,0.1601,11.2,5799.0,4.539,0.878,FALSE POSITIVE,14.1798187,2.505,459.9,1.88,0.1601,11.2,5799.0,4.539,0.878,CONFIRMED,kepler,CONFIRMED,0.6683173,CONFIRMED
8.47237911,2.7245,1123.5,2.59,0.022,47.6,5354.0,4.587,0.788,CONFIRMED,8.47237911,2.7245,1123.5,2.59,0.022,47.6,5354.0,4.587,0.788,CONFIRMED,kepler,CONFIRMED,0.7485193,CONFIRMED
60.4189369,5.039,931.3,2.36,0.094,20.1,5354.0,4.587,0.788,CONFIRMED,60.4189369,5.039,931.3,2.36,0.094,20.1,5354.0,4.587,0.788,CONFIRMED,kepler,CONFIRMED,0.73011386,CONFIRMED
12.611904345,5.1497,6105.6,7.4,0.55,277.2,5795.0,4.508,0.919,CONFIRMED,12.611904345,5.1497,6105.6,7.4,0.55,277.2,5795.0,4.508,0.919,CONFIRMED,kepler,CONFIRMED,0.62353,CONFIRMED
1.433769925,1.8868,1976.3,46.58,1.268,112.6,6017.0,4.22,1.339,FALSE POSITIVE,1.433769925,1.8868,1976.3,46.58,1.268,112.6,6017.0,4.22,1.339,FALSE POSITIVE,kepler,FALSE POSITIVE,0.6170001,FALSE POSITIVE
10.31872301,3.836,871.7,28.59,1.215,38.2,5927.0,4.409,1.06,FALSE POSITIVE,10.31872301,3.836,871.7,28.59,1.215,38.2,5927.0,4.409,1.06,FALSE POSITIVE,kepler,FALSE POSITIVE,0.47604513,FALSE POSITIVE
2.539183147,2.4282,382.1,2.06,0.238,38.9,5519.0,4.35,1.062,CONFIRMED,2.539183147,2.4282,382.1,2.06,0.238,38.9,5519.0,4.35,1.062,CONFIRMED,kepler,CONFIRMED,0.7596483,CONFIRMED
6.770300385,2.0844,1304.0,2.77,0.838,50.8,5653.0,4.656,0.679,CONFIRMED,6.770300385,2.0844,1304.0,2.77,0.838,50.8,5653.0,4.656,0.679,CONFIRMED,kepler,CONFIRMED,0.4672862,CONFIRMED
0.444291966,2.0792,10967.0,27.51,1.258,299.7,5255.0,4.678,0.636,FALSE POSITIVE,0.444291966,2.0792,10967.0,27.51,1.258,299.7,5255.0,4.678,0.636,FALSE POSITIVE,kepler,FALSE POSITIVE,0.629219,FALSE POSITIVE
10.181584004,3.5089,5741.1,7.73,0.92,183.6,5988.0,4.541,0.836,CANDIDATE,10.181584004,3.5089,5741.1,7.73,0.92,183.6,5988.0,4.541,0.836,FALSE POSITIVE,kepler,FALSE POSITIVE,0.7980508,FALSE POSITIVE
20.06036336,3.3203,1494.7,1.96,0.556,35.2,3950.0,4.754,0.493,CONFIRMED,20.06036336,3.3203,1494.7,1.96,0.556,35.2,3950.0,4.754,0.493,CONFIRMED,kepler,CONFIRMED,0.75456655,CONFIRMED
46.1842039,4.758,1394.7,1.83,0.013,26.0,3950.0,4.754,0.493,CONFIRMED,46.1842039,4.758,1394.7,1.83,0.013,26.0,3950.0,4.754,0.493,CONFIRMED,kepler,CONFIRMED,0.7351767,CONFIRMED
23.9800854,5.351,104.0,1.31,0.95,17.1,5854.0,4.406,1.012,CONFIRMED,23.9800854,5.351,104.0,1.31,0.95,17.1,5854.0,4.406,1.012,CONFIRMED,kepler,CONFIRMED,0.69794,CONFIRMED
7.82502168,2.186,520.8,1.2,0.708,15.9,3950.0,4.754,0.493,CONFIRMED,7.82502168,2.186,520.8,1.2,0.708,15.9,3950.0,4.754,0.493,CONFIRMED,kepler,CONFIRMED,0.75374395,CONFIRMED
3.895936525,2.3111,8544.8,7.34,0.524,370.8,5557.0,4.592,0.774,CONFIRMED,3.895936525,2.3111,8544.8,7.34,0.524,370.8,5557.0,4.592,0.774,CONFIRMED,kepler,CONFIRMED,0.6356952,CONFIRMED
22.36646466,5.228,986.8,2.32,0.4,32.1,5395.0,4.615,0.734,CONFIRMED,22.36646466,5.228,986.8,2.32,0.4,32.1,5395.0,4.615,0.734,CONFIRMED,kepler,CONFIRMED,0.731274,CONFIRMED
1.625522174,2.38963,7969.0,9.73,0.076,799.7,5539.0,4.322,1.106,CONFIRMED,1.625522174,2.38963,7969.0,9.73,0.076,799.7,5539.0,4.322,1.106,CONFIRMED,kepler,CONFIRMED,0.82555157,CONFIRMED
19.620346923,2.0038,21725.0,13.6,0.458,340.5,5710.0,4.492,0.905,CANDIDATE,19.620346923,2.0038,21725.0,13.6,0.458,340.5,5710.0,4.492,0.905,FALSE POSITIVE,kepler,FALSE POSITIVE,0.7657492,FALSE POSITIVE
7.544039,6.222,322.6,17.47,1.175,14.2,5657.0,4.567,0.824,FALSE POSITIVE,7.544039,6.222,322.6,17.47,1.175,14.2,5657.0,4.567,0.824,FALSE POSITIVE,kepler,FALSE POSITIVE,0.5637973,FALSE POSITIVE
9.02930689,3.1449,1019.8,2.57,0.024,53.9,5349.0,4.526,0.82,CONFIRMED,9.02930689,3.1449,1019.8,2.57,0.024,53.9,5349.0,4.526,0.82,CONFIRMED,kepler,CONFIRMED,0.77071965,CONFIRMED
10.328035714,7.7915,16918.0,13.28,0.281,636.8,5627.0,4.359,1.024,FALSE POSITIVE,10.328035714,7.7915,16918.0,13.28,0.281,636.8,5627.0,4.359,1.024,CONFIRMED,kepler,CONFIRMED,0.5866719,CONFIRMED
143.2063047,8.9302,10566.0,8.9,0.379,138.8,5485.0,4.556,0.867,CONFIRMED,143.2063047,8.9302,10566.0,8.9,0.379,138.8,5485.0,4.556,0.867,FALSE POSITIVE,kepler,FALSE POSITIVE,0.36599088,FALSE POSITIVE
6.164876,3.262,55.8,0.79,0.646,14.4,5854.0,4.406,1.012,CONFIRMED,6.164876,3.262,55.8,0.79,0.646,14.4,5854.0,4.406,1.012,CONFIRMED,kepler,CONFIRMED,0.71967983,CONFIRMED
60.32494216,6.6188,20280.0,12.19,0.224,347.2,5485.0,4.556,0.867,CONFIRMED,60.32494216,6.6188,20280.0,12.19,0.224,347.2,5485.0,4.556,0.867,CONFIRMED,kepler,CONFIRMED,0.45196787,CONFIRMED
29.1598615,4.803,488.0,1.91,0.3619,11.6,5485.0,4.556,0.867,CONFIRMED,29.1598615,4.803,488.0,1.91,0.3619,11.6,5485.0,4.556,0.867,CONFIRMED,kepler,CONFIRMED,0.7357151,CONFIRMED
1.540397253,2.1541,816.1,25.69,1.225,38.8,5663.0,4.53,0.915,FALSE POSITIVE,1.540397253,2.1541,816.1,25.69,1.225,38.8,5663.0,4.53,0.915,FALSE POSITIVE,kepler,FALSE POSITIVE,0.59507835,FALSE POSITIVE
2.99025443,5.414,589.2,1.7,0.014,48.5,4667.0,4.578,0.731,FALSE POSITIVE,2.99025443,5.414,589.2,1.7,0.014,48.5,4667.0,4.578,0.731,CONFIRMED,kepler,CONFIRMED,0.79276407,CONFIRMED
1.594745374,1.9604,15044.0,11.3,0.514,1009.3,5934.0,4.491,0.893,CONFIRMED,1.594745374,1.9604,15044.0,11.3,0.514,1009.3,5934.0,4.491,0.893,CONFIRMED,kepler,CONFIRMED,0.47379464,CONFIRMED
4.783002698,2.335,1008.7,2.5,0.003,70.6,5170.0,4.574,0.807,CONFIRMED,4.783002698,2.335,1008.7,2.5,0.003,70.6,5170.0,4.574,0.807,CONFIRMED,kepler,CONFIRMED,0.7708449,CONFIRMED
20.50588921,4.0595,2105.5,3.41,0.26,78.5,4905.0,4.544,0.761,CONFIRMED,20.50588921,4.0595,2105.5,3.41,0.26,78.5,4905.0,4.544,0.761,CONFIRMED,kepler,CONFIRMED,0.79760206,CONFIRMED
3.340218842,1.9104,1632.6,2.03,0.466,71.6,3950.0,4.754,0.493,CONFIRMED,3.340218842,1.9104,1632.6,2.03,0.466,71.6,3950.0,4.754,0.493,CONFIRMED,kepler,CONFIRMED,0.76842123,CONFIRMED
2.507089906,2.0067,1339.2,30.26,1.255,64.9,5926.0,4.506,0.939,FALSE POSITIVE,2.507089906,2.0067,1339.2,30.26,1.255,64.9,5926.0,4.506,0.939,FALSE POSITIVE,kepler,FALSE POSITIVE,0.85308725,FALSE POSITIVE
18.64932728,4.4056,893.6,3.12,0.08,46.1,5775.0,4.405,1.053,CONFIRMED,18.64932728,4.4056,893.6,3.12,0.08,46.1,5775.0,4.405,1.053,CONFIRMED,kepler,CONFIRMED,0.7646224,CONFIRMED
4.90144976,4.1654,140.7,1.7,0.529,50.6,5847.0,4.191,1.402,CONFIRMED,4.90144976,4.1654,140.7,1.7,0.529,50.6,5847.0,4.191,1.402,CONFIRMED,kepler,CONFIRMED,0.78134847,CONFIRMED
